"Product ID";"Active (0/1)";Name;"Categories (x,y,z...)";"Price tax excluded";"Price tax included";"Tax rules ID";"Wholesale price";"On sale (0/1)";"Discount amount";"Discount percent";"Discount from (yyyy-mm-dd)";"Discount to (yyyy-mm-dd)";"Reference #";"Supplier reference #";"Supplier ID";"Manufacturer ID";EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Quantity;"Minimal quantity";Visibility;"Additional shipping cost";"Unit for the unit price";"Unit price";"Short description";Description;"Tags (x,y,z...)";"Meta title";"Meta keywords";"Meta description";"URL rewritten";"Text when in stock";"Text when backorder allowed";"Available for order (0 = No, 1 = Yes)";"Product available date";"Product creation date";"Show price (0 = No, 1 = Yes)";"Image URLs (x,y,z...)";"Delete existing images (0 = No, 1 = Yes)";"Feature (Name:Value:Position:Customized)";"Available online only (0 = No, 1 = Yes)";Condition;"Customizable (0 = No, 1 = Yes)";"Uploadable files (0 = No, 1 = Yes)";"Text fields (0 = No, 1 = Yes)";"Action when out of stock";"ID / Name of shop";"Advanced Stock Management";"Depends on stock";Warehouse;Accessories;Carriers;"Customization Fields";"Attacments Ids";"Date Update";"Base price"
11;1;"Entrance 10,0mm";2,26,27,28,29,30,31;420.96;420.96;1;0.000000;0;;;;;;;7;8;;;0.000000;0.000000;0.000000;0.000000;114.000000;100;1;both;0.00;;0;"<p>We are glad to welcome you at our Extreme Sports Clothing &amp; Gear Store. Are you looking for some thrilling and memorable emotions? Eager to discover some features of your character or just turn your boring routine into a bright world of new feelings? You have made the right choice. We know what extreme is and we will show you the best of it.</p>";"<p>We are glad to welcome you at our Extreme Sports Clothing &amp; Gear Store. Are you looking for some thrilling and memorable emotions? Eager to discover some features of your character or just turn your boring routine into a bright world of new feelings? You have made the right choice. We know what extreme is and we will show you the best of it. <br /><br />Just take a look at our assortment. We have foreseen all your needs. The most comfortable and safety clothing for your hobby is presented in our store. Knee guards, helmets, motocross goggles, socks and multitude accessories - all you may need is here. The products we offer are certified and meet all safety demands and requirements. Forget all your doubts and enjoy every minute you will find for extreme. Comfortable clothes will protect you from possible danger. Modern design and latest safety technologies are united to take care of each part of your body still providing easy movement. Decrease the number of possible accidents and enjoy the sport you have chosen, in its full. <br /><br />Extreme sport is more than just a hobby. It is way of living. It is your attitude towards reality and ability to enjoy adrenalin. Would you like to make an original present for those who share your interests? We can propose you a list of gift ideas. Men, women, kids - everybody who wants to discover a unique world of extreme sport will find the needed apparel and accessories in our Extreme Sports Clothing &amp; Gear Store. Our collection is constantly renewed with the latest models giving you a wide choice of modern looking and safety clothing. We have already proved our reliability proposing goods of premium quality only. Choose our Extreme Sports Clothing &amp; Gear Store and we will deserve your trust becoming your guide and assistant in the absorbing world of extreme sport.</p>";;;;;entrance-100mm;;;1;0000-00-00;"2015-11-20 14:00:22";1;http://192.168.9.34/prestashop/theme1138_new/img/p/5/1/51.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/5/2/52.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/5/3/53.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/5/4/54.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/5/5/55.jpg;0;1:42:1,2:42:2,4:42:3;0;new;0;0;0;2;1;0;;;;;;;"2015-11-20 14:00:22";420.960000
12;1;"Flash 2.0 Climbing Shoe - Men's";2,26,27,28,29,30,31;96.51;96.51;1;0.000000;0;;;;;;;2;4;;;0.000000;0.000000;0.000000;0.000000;117.000000;100;1;both;0.00;;0;"<p>We are glad to welcome you at our Extreme Sports Clothing &amp; Gear Store. Are you looking for some thrilling and memorable emotions? Eager to discover some features of your character or just turn your boring routine into a bright world of new feelings? You have made the right choice. We know what extreme is and we will show you the best of it.</p>";"<p>We are glad to welcome you at our Extreme Sports Clothing &amp; Gear Store. Are you looking for some thrilling and memorable emotions? Eager to discover some features of your character or just turn your boring routine into a bright world of new feelings? You have made the right choice. We know what extreme is and we will show you the best of it. <br /><br />Just take a look at our assortment. We have foreseen all your needs. The most comfortable and safety clothing for your hobby is presented in our store. Knee guards, helmets, motocross goggles, socks and multitude accessories - all you may need is here. The products we offer are certified and meet all safety demands and requirements. Forget all your doubts and enjoy every minute you will find for extreme. Comfortable clothes will protect you from possible danger. Modern design and latest safety technologies are united to take care of each part of your body still providing easy movement. Decrease the number of possible accidents and enjoy the sport you have chosen, in its full. <br /><br />Extreme sport is more than just a hobby. It is way of living. It is your attitude towards reality and ability to enjoy adrenalin. Would you like to make an original present for those who share your interests? We can propose you a list of gift ideas. Men, women, kids - everybody who wants to discover a unique world of extreme sport will find the needed apparel and accessories in our Extreme Sports Clothing &amp; Gear Store. Our collection is constantly renewed with the latest models giving you a wide choice of modern looking and safety clothing. We have already proved our reliability proposing goods of premium quality only. Choose our Extreme Sports Clothing &amp; Gear Store and we will deserve your trust becoming your guide and assistant in the absorbing world of extreme sport.</p>";;;;;flash-20-climbing-shoe-men-s;;;1;0000-00-00;"2015-11-20 14:00:22";1;http://192.168.9.34/prestashop/theme1138_new/img/p/5/6/56.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/5/7/57.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/5/8/58.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/5/9/59.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/6/0/60.jpg;0;1:42:1,2:42:2,4:42:3;0;new;0;0;0;2;1;0;;;;;;;"2015-11-20 14:00:22";96.510000
13;1;"Fun carabiners for chalk-bags";2,16,17,18,19,20,21,22,23,24,25,40,41,45,46;428.96;428.96;1;0.000000;0;;;;;;;4;6;;;0.000000;0.000000;0.000000;0.000000;117.000000;100;1;both;0.00;;0;"<p>We are glad to welcome you at our Extreme Sports Clothing &amp; Gear Store. Are you looking for some thrilling and memorable emotions? Eager to discover some features of your character or just turn your boring routine into a bright world of new feelings? You have made the right choice. We know what extreme is and we will show you the best of it.</p>";"<p>We are glad to welcome you at our Extreme Sports Clothing &amp; Gear Store. Are you looking for some thrilling and memorable emotions? Eager to discover some features of your character or just turn your boring routine into a bright world of new feelings? You have made the right choice. We know what extreme is and we will show you the best of it. <br /><br />Just take a look at our assortment. We have foreseen all your needs. The most comfortable and safety clothing for your hobby is presented in our store. Knee guards, helmets, motocross goggles, socks and multitude accessories - all you may need is here. The products we offer are certified and meet all safety demands and requirements. Forget all your doubts and enjoy every minute you will find for extreme. Comfortable clothes will protect you from possible danger. Modern design and latest safety technologies are united to take care of each part of your body still providing easy movement. Decrease the number of possible accidents and enjoy the sport you have chosen, in its full. <br /><br />Extreme sport is more than just a hobby. It is way of living. It is your attitude towards reality and ability to enjoy adrenalin. Would you like to make an original present for those who share your interests? We can propose you a list of gift ideas. Men, women, kids - everybody who wants to discover a unique world of extreme sport will find the needed apparel and accessories in our Extreme Sports Clothing &amp; Gear Store. Our collection is constantly renewed with the latest models giving you a wide choice of modern looking and safety clothing. We have already proved our reliability proposing goods of premium quality only. Choose our Extreme Sports Clothing &amp; Gear Store and we will deserve your trust becoming your guide and assistant in the absorbing world of extreme sport.</p>";;;;;fun-carabiners-for-chalk-bags;;;1;0000-00-00;"2015-11-20 14:00:22";1;http://192.168.9.34/prestashop/theme1138_new/img/p/6/1/61.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/6/2/62.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/6/3/63.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/6/4/64.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/6/5/65.jpg;0;1:42:1,2:42:2,4:42:3;0;new;0;0;0;2;1;0;;;;;;;"2015-11-20 14:00:22";428.960000
14;1;"GRIVEL light  weight chalk bag";2,26,27,28,29,30,31;347.3092;347.3092;1;0.000000;1;;;;;;;3;3;;;0.000000;0.000000;0.000000;0.000000;102.000000;99;1;both;0.00;;0;"<p>We are glad to welcome you at our Extreme Sports Clothing &amp; Gear Store. Are you looking for some thrilling and memorable emotions? Eager to discover some features of your character or just turn your boring routine into a bright world of new feelings? You have made the right choice. We know what extreme is and we will show you the best of it.</p>";"<p>We are glad to welcome you at our Extreme Sports Clothing &amp; Gear Store. Are you looking for some thrilling and memorable emotions? Eager to discover some features of your character or just turn your boring routine into a bright world of new feelings? You have made the right choice. We know what extreme is and we will show you the best of it. <br /><br />Just take a look at our assortment. We have foreseen all your needs. The most comfortable and safety clothing for your hobby is presented in our store. Knee guards, helmets, motocross goggles, socks and multitude accessories - all you may need is here. The products we offer are certified and meet all safety demands and requirements. Forget all your doubts and enjoy every minute you will find for extreme. Comfortable clothes will protect you from possible danger. Modern design and latest safety technologies are united to take care of each part of your body still providing easy movement. Decrease the number of possible accidents and enjoy the sport you have chosen, in its full. <br /><br />Extreme sport is more than just a hobby. It is way of living. It is your attitude towards reality and ability to enjoy adrenalin. Would you like to make an original present for those who share your interests? We can propose you a list of gift ideas. Men, women, kids - everybody who wants to discover a unique world of extreme sport will find the needed apparel and accessories in our Extreme Sports Clothing &amp; Gear Store. Our collection is constantly renewed with the latest models giving you a wide choice of modern looking and safety clothing. We have already proved our reliability proposing goods of premium quality only. Choose our Extreme Sports Clothing &amp; Gear Store and we will deserve your trust becoming your guide and assistant in the absorbing world of extreme sport.</p>";;;;;grivel-light-weight-chalk-bag;;;1;0000-00-00;"2015-11-20 14:00:23";1;http://192.168.9.34/prestashop/theme1138_new/img/p/6/6/66.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/6/7/67.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/6/8/68.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/6/9/69.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/7/0/70.jpg;0;1:42:1,2:42:2,4:42:3;1;new;0;0;0;2;1;0;;;;;;;"2015-11-20 14:00:23";377.510000
15;1;"HMS Safe Lock G2 Carabiner";2,3,4,5,6,7,8,9,10,11,12,13,14,15,39,42,43,44;178.96;178.96;1;0.000000;0;;;;;;;7;7;;;0.000000;0.000000;0.000000;0.000000;106.000000;100;1;both;0.00;;0;"<p>We are glad to welcome you at our Extreme Sports Clothing &amp; Gear Store. Are you looking for some thrilling and memorable emotions? Eager to discover some features of your character or just turn your boring routine into a bright world of new feelings? You have made the right choice. We know what extreme is and we will show you the best of it.</p>";"<p>We are glad to welcome you at our Extreme Sports Clothing &amp; Gear Store. Are you looking for some thrilling and memorable emotions? Eager to discover some features of your character or just turn your boring routine into a bright world of new feelings? You have made the right choice. We know what extreme is and we will show you the best of it. <br /><br />Just take a look at our assortment. We have foreseen all your needs. The most comfortable and safety clothing for your hobby is presented in our store. Knee guards, helmets, motocross goggles, socks and multitude accessories - all you may need is here. The products we offer are certified and meet all safety demands and requirements. Forget all your doubts and enjoy every minute you will find for extreme. Comfortable clothes will protect you from possible danger. Modern design and latest safety technologies are united to take care of each part of your body still providing easy movement. Decrease the number of possible accidents and enjoy the sport you have chosen, in its full. <br /><br />Extreme sport is more than just a hobby. It is way of living. It is your attitude towards reality and ability to enjoy adrenalin. Would you like to make an original present for those who share your interests? We can propose you a list of gift ideas. Men, women, kids - everybody who wants to discover a unique world of extreme sport will find the needed apparel and accessories in our Extreme Sports Clothing &amp; Gear Store. Our collection is constantly renewed with the latest models giving you a wide choice of modern looking and safety clothing. We have already proved our reliability proposing goods of premium quality only. Choose our Extreme Sports Clothing &amp; Gear Store and we will deserve your trust becoming your guide and assistant in the absorbing world of extreme sport.</p>";;;;;hms-safe-lock-g2-carabiner;;;1;0000-00-00;"2015-11-20 14:00:23";1;http://192.168.9.34/prestashop/theme1138_new/img/p/7/1/71.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/7/2/72.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/7/3/73.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/7/4/74.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/7/5/75.jpg;0;1:42:1,2:42:2,4:42:3;0;new;0;0;0;2;1;0;;;;;;;"2015-11-20 14:00:23";178.960000
16;1;"Set Sub G4 straight wire";2,3,4,5,6,7,8,9,10,11,12,13,14,15,39,42,43,44;291.4839;291.4839;1;0.000000;1;;;;;;;5;6;;;0.000000;0.000000;0.000000;0.000000;112.000000;100;1;both;0.00;;0;"<p>We are glad to welcome you at our Extreme Sports Clothing &amp; Gear Store. Are you looking for some thrilling and memorable emotions? Eager to discover some features of your character or just turn your boring routine into a bright world of new feelings? You have made the right choice. We know what extreme is and we will show you the best of it.</p>";"<p>We are glad to welcome you at our Extreme Sports Clothing &amp; Gear Store. Are you looking for some thrilling and memorable emotions? Eager to discover some features of your character or just turn your boring routine into a bright world of new feelings? You have made the right choice. We know what extreme is and we will show you the best of it. <br /><br />Just take a look at our assortment. We have foreseen all your needs. The most comfortable and safety clothing for your hobby is presented in our store. Knee guards, helmets, motocross goggles, socks and multitude accessories - all you may need is here. The products we offer are certified and meet all safety demands and requirements. Forget all your doubts and enjoy every minute you will find for extreme. Comfortable clothes will protect you from possible danger. Modern design and latest safety technologies are united to take care of each part of your body still providing easy movement. Decrease the number of possible accidents and enjoy the sport you have chosen, in its full. <br /><br />Extreme sport is more than just a hobby. It is way of living. It is your attitude towards reality and ability to enjoy adrenalin. Would you like to make an original present for those who share your interests? We can propose you a list of gift ideas. Men, women, kids - everybody who wants to discover a unique world of extreme sport will find the needed apparel and accessories in our Extreme Sports Clothing &amp; Gear Store. Our collection is constantly renewed with the latest models giving you a wide choice of modern looking and safety clothing. We have already proved our reliability proposing goods of premium quality only. Choose our Extreme Sports Clothing &amp; Gear Store and we will deserve your trust becoming your guide and assistant in the absorbing world of extreme sport.</p>";;;;;mondo-crash-pad;;;1;0000-00-00;"2015-11-20 14:00:23";1;http://192.168.9.34/prestashop/theme1138_new/img/p/1/0/1/101.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/1/0/2/102.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/1/0/3/103.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/1/0/4/104.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/1/0/5/105.jpg;0;1:42:1,2:42:2,4:42:3;1;new;0;0;0;2;1;0;;;;;;;"2015-11-20 14:00:23";327.510000
17;1;"Salamander Rainbow XL helmet";2,3,4,5,6,7,8,9,10,11,12,13,14,15,39,42,43,44;70.25;70.25;1;0.000000;0;;;;;;;8;2;;;0.000000;0.000000;0.000000;0.000000;115.000000;98;1;both;0.00;;0;"<p>We are glad to welcome you at our Extreme Sports Clothing &amp; Gear Store. Are you looking for some thrilling and memorable emotions? Eager to discover some features of your character or just turn your boring routine into a bright world of new feelings? You have made the right choice. We know what extreme is and we will show you the best of it.</p>";"<p>We are glad to welcome you at our Extreme Sports Clothing &amp; Gear Store. Are you looking for some thrilling and memorable emotions? Eager to discover some features of your character or just turn your boring routine into a bright world of new feelings? You have made the right choice. We know what extreme is and we will show you the best of it. <br /><br />Just take a look at our assortment. We have foreseen all your needs. The most comfortable and safety clothing for your hobby is presented in our store. Knee guards, helmets, motocross goggles, socks and multitude accessories - all you may need is here. The products we offer are certified and meet all safety demands and requirements. Forget all your doubts and enjoy every minute you will find for extreme. Comfortable clothes will protect you from possible danger. Modern design and latest safety technologies are united to take care of each part of your body still providing easy movement. Decrease the number of possible accidents and enjoy the sport you have chosen, in its full. <br /><br />Extreme sport is more than just a hobby. It is way of living. It is your attitude towards reality and ability to enjoy adrenalin. Would you like to make an original present for those who share your interests? We can propose you a list of gift ideas. Men, women, kids - everybody who wants to discover a unique world of extreme sport will find the needed apparel and accessories in our Extreme Sports Clothing &amp; Gear Store. Our collection is constantly renewed with the latest models giving you a wide choice of modern looking and safety clothing. We have already proved our reliability proposing goods of premium quality only. Choose our Extreme Sports Clothing &amp; Gear Store and we will deserve your trust becoming your guide and assistant in the absorbing world of extreme sport.</p>";;;;;salamander-rainbow-xl-helmet;;;1;0000-00-00;"2015-11-20 14:00:23";1;http://192.168.9.34/prestashop/theme1138_new/img/p/8/1/81.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/8/2/82.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/8/3/83.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/8/4/84.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/8/5/85.jpg;0;1:42:1,2:42:2,4:42:3;0;new;0;0;0;2;1;0;;;;;;;"2015-11-20 14:00:23";70.250000
18;1;"Set Alpino 45 cm";2,3,4,5,6,7,8,9,10,11,12,13,14,15,39,42,43,44;114.25;114.25;1;0.000000;0;;;;;;;3;5;;;0.000000;0.000000;0.000000;0.000000;117.000000;100;1;both;0.00;;0;"<p>We are glad to welcome you at our Extreme Sports Clothing &amp; Gear Store. Are you looking for some thrilling and memorable emotions? Eager to discover some features of your character or just turn your boring routine into a bright world of new feelings? You have made the right choice. We know what extreme is and we will show you the best of it.</p>";"<p>We are glad to welcome you at our Extreme Sports Clothing &amp; Gear Store. Are you looking for some thrilling and memorable emotions? Eager to discover some features of your character or just turn your boring routine into a bright world of new feelings? You have made the right choice. We know what extreme is and we will show you the best of it. <br /><br />Just take a look at our assortment. We have foreseen all your needs. The most comfortable and safety clothing for your hobby is presented in our store. Knee guards, helmets, motocross goggles, socks and multitude accessories - all you may need is here. The products we offer are certified and meet all safety demands and requirements. Forget all your doubts and enjoy every minute you will find for extreme. Comfortable clothes will protect you from possible danger. Modern design and latest safety technologies are united to take care of each part of your body still providing easy movement. Decrease the number of possible accidents and enjoy the sport you have chosen, in its full. <br /><br />Extreme sport is more than just a hobby. It is way of living. It is your attitude towards reality and ability to enjoy adrenalin. Would you like to make an original present for those who share your interests? We can propose you a list of gift ideas. Men, women, kids - everybody who wants to discover a unique world of extreme sport will find the needed apparel and accessories in our Extreme Sports Clothing &amp; Gear Store. Our collection is constantly renewed with the latest models giving you a wide choice of modern looking and safety clothing. We have already proved our reliability proposing goods of premium quality only. Choose our Extreme Sports Clothing &amp; Gear Store and we will deserve your trust becoming your guide and assistant in the absorbing world of extreme sport.</p>";;;;;set-alpino-45-cm;;;1;0000-00-00;"2015-11-20 14:00:23";1;http://192.168.9.34/prestashop/theme1138_new/img/p/8/6/86.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/8/7/87.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/8/8/88.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/8/9/89.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/9/0/90.jpg;0;1:42:1,2:42:2,4:42:3;0;new;0;0;0;2;1;0;;;;;;;"2015-11-20 14:00:23";114.250000
19;1;"Set Hot G2 wire-wire";2,16,17,18,19,20,21,22,23,24,25,40,41,45,46;521.96;521.96;1;0.000000;0;;;;;;;2;2;;;0.000000;0.000000;0.000000;0.000000;101.000000;98;1;both;0.00;;0;"<p>We are glad to welcome you at our Extreme Sports Clothing &amp; Gear Store. Are you looking for some thrilling and memorable emotions? Eager to discover some features of your character or just turn your boring routine into a bright world of new feelings? You have made the right choice. We know what extreme is and we will show you the best of it.</p>";"<p>We are glad to welcome you at our Extreme Sports Clothing &amp; Gear Store. Are you looking for some thrilling and memorable emotions? Eager to discover some features of your character or just turn your boring routine into a bright world of new feelings? You have made the right choice. We know what extreme is and we will show you the best of it. <br /><br />Just take a look at our assortment. We have foreseen all your needs. The most comfortable and safety clothing for your hobby is presented in our store. Knee guards, helmets, motocross goggles, socks and multitude accessories - all you may need is here. The products we offer are certified and meet all safety demands and requirements. Forget all your doubts and enjoy every minute you will find for extreme. Comfortable clothes will protect you from possible danger. Modern design and latest safety technologies are united to take care of each part of your body still providing easy movement. Decrease the number of possible accidents and enjoy the sport you have chosen, in its full. <br /><br />Extreme sport is more than just a hobby. It is way of living. It is your attitude towards reality and ability to enjoy adrenalin. Would you like to make an original present for those who share your interests? We can propose you a list of gift ideas. Men, women, kids - everybody who wants to discover a unique world of extreme sport will find the needed apparel and accessories in our Extreme Sports Clothing &amp; Gear Store. Our collection is constantly renewed with the latest models giving you a wide choice of modern looking and safety clothing. We have already proved our reliability proposing goods of premium quality only. Choose our Extreme Sports Clothing &amp; Gear Store and we will deserve your trust becoming your guide and assistant in the absorbing world of extreme sport.</p>";;;;;set-hot-g2-wire-wire;;;1;0000-00-00;"2015-11-20 14:00:23";1;http://192.168.9.34/prestashop/theme1138_new/img/p/9/1/91.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/9/2/92.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/9/3/93.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/9/4/94.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/9/5/95.jpg;0;1:42:1,2:42:2,4:42:3;0;new;0;0;0;2;1;0;;;;;;;"2015-11-20 14:00:23";521.960000
20;1;"Single Spring Leash Inc rotor crab";2,3,4,5,6,7,8,9,10,11,12,13,14,15,39,42,43,44;420.96;420.96;1;0.000000;0;;;;;;;4;4;;;0.000000;0.000000;0.000000;0.000000;103.000000;99;1;both;0.00;;0;"<p>We are glad to welcome you at our Extreme Sports Clothing &amp; Gear Store. Are you looking for some thrilling and memorable emotions? Eager to discover some features of your character or just turn your boring routine into a bright world of new feelings? You have made the right choice. We know what extreme is and we will show you the best of it.</p>";"<p>We are glad to welcome you at our Extreme Sports Clothing &amp; Gear Store. Are you looking for some thrilling and memorable emotions? Eager to discover some features of your character or just turn your boring routine into a bright world of new feelings? You have made the right choice. We know what extreme is and we will show you the best of it. <br /><br />Just take a look at our assortment. We have foreseen all your needs. The most comfortable and safety clothing for your hobby is presented in our store. Knee guards, helmets, motocross goggles, socks and multitude accessories - all you may need is here. The products we offer are certified and meet all safety demands and requirements. Forget all your doubts and enjoy every minute you will find for extreme. Comfortable clothes will protect you from possible danger. Modern design and latest safety technologies are united to take care of each part of your body still providing easy movement. Decrease the number of possible accidents and enjoy the sport you have chosen, in its full. <br /><br />Extreme sport is more than just a hobby. It is way of living. It is your attitude towards reality and ability to enjoy adrenalin. Would you like to make an original present for those who share your interests? We can propose you a list of gift ideas. Men, women, kids - everybody who wants to discover a unique world of extreme sport will find the needed apparel and accessories in our Extreme Sports Clothing &amp; Gear Store. Our collection is constantly renewed with the latest models giving you a wide choice of modern looking and safety clothing. We have already proved our reliability proposing goods of premium quality only. Choose our Extreme Sports Clothing &amp; Gear Store and we will deserve your trust becoming your guide and assistant in the absorbing world of extreme sport.</p>";;;;;single-spring-leash-inc-rotor-crab;;;1;0000-00-00;"2015-11-20 14:00:23";1;http://192.168.9.34/prestashop/theme1138_new/img/p/9/6/96.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/9/7/97.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/9/8/98.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/9/9/99.jpg,http://192.168.9.34/prestashop/theme1138_new/img/p/1/0/0/100.jpg;0;1:42:1,2:42:2,4:42:3;0;new;0;0;0;2;1;0;;;;;;;"2015-11-20 14:00:23";420.960000
